,Device Time,Value,Units
2370,2024-12-12 06:57:03,74,mg/dL
2371,2024-12-12 06:52:03,81,mg/dL
2372,2024-12-12 06:47:03,91,mg/dL
2373,2024-12-12 06:42:03,87,mg/dL
2374,2024-12-12 06:37:03,95,mg/dL
2375,2024-12-12 06:32:03,89,mg/dL
2376,2024-12-12 06:27:03,84,mg/dL
2377,2024-12-12 06:22:03,80,mg/dL
2378,2024-12-12 06:17:03,104,mg/dL
2379,2024-12-12 06:12:03,119,mg/dL
2380,2024-12-12 06:07:03,118,mg/dL
2381,2024-12-12 06:02:03,108,mg/dL
2382,2024-12-12 05:57:03,119,mg/dL
2383,2024-12-12 05:52:03,118,mg/dL
2384,2024-12-12 05:47:03,116,mg/dL
2385,2024-12-12 05:42:03,115,mg/dL
2386,2024-12-12 05:37:03,112,mg/dL
2387,2024-12-12 05:32:03,111,mg/dL
2388,2024-12-12 05:27:03,110,mg/dL
2389,2024-12-12 05:22:03,106,mg/dL
2390,2024-12-12 05:17:03,101,mg/dL
2391,2024-12-12 05:12:03,96,mg/dL
2392,2024-12-12 05:07:03,91,mg/dL
2393,2024-12-12 05:02:03,116,mg/dL
2394,2024-12-12 04:57:03,112,mg/dL
2395,2024-12-12 04:52:03,103,mg/dL
2396,2024-12-12 04:47:03,99,mg/dL
2397,2024-12-12 04:42:03,90,mg/dL
2398,2024-12-12 04:37:03,112,mg/dL
2399,2024-12-12 04:32:03,119,mg/dL
2400,2024-12-12 04:27:03,122,mg/dL
2401,2024-12-12 04:22:03,126,mg/dL
2402,2024-12-12 04:17:03,128,mg/dL
2403,2024-12-12 04:12:03,120,mg/dL
2404,2024-12-12 04:07:03,102,mg/dL
2405,2024-12-12 04:02:03,84,mg/dL
2406,2024-12-12 03:57:03,74,mg/dL
2407,2024-12-12 03:52:03,89,mg/dL
2408,2024-12-12 03:47:03,103,mg/dL
2409,2024-12-12 03:42:03,100,mg/dL
2410,2024-12-12 03:37:03,96,mg/dL
2411,2024-12-12 03:32:03,93,mg/dL
2412,2024-12-12 03:27:03,87,mg/dL
2413,2024-12-12 03:22:03,90,mg/dL
2414,2024-12-12 03:17:03,72,mg/dL
2415,2024-12-12 03:12:03,60,mg/dL
2416,2024-12-12 03:07:03,63,mg/dL
2417,2024-12-12 03:02:03,61,mg/dL
2418,2024-12-12 02:57:03,55,mg/dL
2419,2024-12-12 02:52:03,57,mg/dL
2420,2024-12-12 02:47:03,58,mg/dL
2421,2024-12-12 02:42:03,90,mg/dL
2422,2024-12-12 02:37:03,92,mg/dL
2423,2024-12-12 02:32:03,91,mg/dL
2424,2024-12-12 02:27:04,89,mg/dL
2425,2024-12-12 02:22:04,95,mg/dL
2426,2024-12-12 02:17:04,103,mg/dL
2427,2024-12-12 02:12:04,103,mg/dL
2428,2024-12-12 02:07:04,104,mg/dL
2429,2024-12-12 02:02:04,114,mg/dL
2430,2024-12-12 01:57:04,140,mg/dL
2431,2024-12-12 01:52:04,179,mg/dL
2432,2024-12-12 01:47:04,212,mg/dL
2433,2024-12-12 01:42:04,225,mg/dL
2434,2024-12-12 01:37:04,230,mg/dL
2435,2024-12-12 01:32:04,221,mg/dL
2436,2024-12-12 01:27:04,205,mg/dL
2437,2024-12-12 01:22:04,199,mg/dL
2438,2024-12-12 01:17:04,201,mg/dL
2439,2024-12-12 01:12:04,225,mg/dL
2440,2024-12-12 01:07:04,231,mg/dL
2441,2024-12-12 01:02:04,237,mg/dL
2442,2024-12-12 00:57:04,245,mg/dL
2443,2024-12-12 00:52:04,252,mg/dL
2444,2024-12-12 00:47:04,256,mg/dL
2445,2024-12-12 00:42:04,258,mg/dL
2446,2024-12-12 00:37:04,254,mg/dL
2447,2024-12-12 00:32:04,253,mg/dL
2448,2024-12-12 00:27:04,262,mg/dL
2449,2024-12-12 00:22:04,266,mg/dL
2450,2024-12-12 00:17:04,262,mg/dL
2451,2024-12-12 00:12:04,247,mg/dL
2452,2024-12-12 00:07:04,229,mg/dL
2453,2024-12-12 00:02:04,220,mg/dL
2454,2024-12-11 23:57:04,230,mg/dL
2455,2024-12-11 23:52:04,245,mg/dL
2456,2024-12-11 23:47:04,240,mg/dL
2457,2024-12-11 23:42:04,222,mg/dL
2458,2024-12-11 23:37:04,205,mg/dL
2459,2024-12-11 23:32:04,213,mg/dL
2460,2024-12-11 23:27:04,212,mg/dL
2461,2024-12-11 23:22:04,217,mg/dL
2462,2024-12-11 23:17:04,221,mg/dL
2463,2024-12-11 23:12:04,243,mg/dL
2464,2024-12-11 23:07:04,260,mg/dL
2465,2024-12-11 23:02:04,279,mg/dL
2466,2024-12-11 22:57:07,283,mg/dL
2467,2024-12-11 22:52:04,277,mg/dL
2468,2024-12-11 22:47:04,242,mg/dL
2469,2024-12-11 22:42:04,244,mg/dL
2470,2024-12-11 22:37:04,227,mg/dL
2471,2024-12-11 22:32:04,206,mg/dL
2472,2024-12-11 22:27:04,196,mg/dL
2473,2024-12-11 20:02:05,119,mg/dL
2474,2024-12-11 19:57:05,114,mg/dL
2475,2024-12-11 19:52:05,103,mg/dL
2476,2024-12-11 19:47:06,88,mg/dL
2477,2024-12-11 19:42:05,72,mg/dL
2478,2024-12-11 19:37:05,55,mg/dL
2479,2024-12-11 19:32:05,42,mg/dL
2480,2024-12-11 19:27:06,39,mg/dL
2481,2024-12-11 19:22:05,39,mg/dL
2482,2024-12-11 19:17:05,39,mg/dL
2483,2024-12-11 19:12:05,39,mg/dL
2484,2024-12-11 19:07:05,39,mg/dL
2485,2024-12-11 19:02:05,45,mg/dL
2486,2024-12-11 18:57:05,56,mg/dL
2487,2024-12-11 18:52:05,67,mg/dL
2488,2024-12-11 18:47:05,78,mg/dL
2489,2024-12-11 18:42:05,82,mg/dL
2490,2024-12-11 18:37:05,81,mg/dL
2491,2024-12-11 18:32:05,82,mg/dL
2492,2024-12-11 18:27:08,87,mg/dL
2493,2024-12-11 18:22:07,96,mg/dL
2494,2024-12-11 18:17:11,108,mg/dL
2495,2024-12-11 18:12:12,129,mg/dL
2496,2024-12-11 18:07:12,154,mg/dL
2497,2024-12-11 18:02:12,180,mg/dL
2498,2024-12-11 17:57:12,200,mg/dL
2499,2024-12-11 17:52:06,217,mg/dL
2500,2024-12-11 17:47:05,234,mg/dL
2501,2024-12-11 17:42:05,246,mg/dL
2502,2024-12-11 17:37:06,252,mg/dL
2503,2024-12-11 17:32:05,259,mg/dL
2504,2024-12-11 17:27:06,262,mg/dL
2505,2024-12-11 17:22:05,262,mg/dL
2506,2024-12-11 17:17:06,262,mg/dL
2507,2024-12-11 17:12:06,263,mg/dL
2508,2024-12-11 17:07:05,262,mg/dL
2509,2024-12-11 17:02:05,259,mg/dL
2510,2024-12-11 16:57:05,251,mg/dL
2511,2024-12-11 16:52:07,241,mg/dL
2512,2024-12-11 16:47:05,234,mg/dL
2513,2024-12-11 16:42:07,223,mg/dL
2514,2024-12-11 16:37:05,212,mg/dL
2515,2024-12-11 16:32:06,203,mg/dL
2516,2024-12-11 16:27:06,199,mg/dL
2517,2024-12-11 16:22:05,196,mg/dL
2518,2024-12-11 16:17:06,199,mg/dL
2519,2024-12-11 16:12:06,200,mg/dL
2520,2024-12-11 16:07:06,201,mg/dL
2521,2024-12-11 16:02:06,199,mg/dL
2522,2024-12-11 15:57:09,195,mg/dL
2523,2024-12-11 15:52:06,198,mg/dL
2524,2024-12-11 15:47:09,204,mg/dL
2525,2024-12-11 15:42:06,209,mg/dL
2526,2024-12-11 15:37:06,212,mg/dL
2527,2024-12-11 15:32:06,215,mg/dL
2528,2024-12-11 15:27:05,213,mg/dL
2529,2024-12-11 15:22:06,209,mg/dL
2530,2024-12-11 15:17:05,204,mg/dL
2531,2024-12-11 15:12:05,199,mg/dL
2532,2024-12-11 15:07:06,192,mg/dL
2533,2024-12-11 15:02:06,191,mg/dL
2534,2024-12-11 14:57:07,191,mg/dL
2535,2024-12-11 14:52:09,188,mg/dL
2536,2024-12-11 14:47:06,182,mg/dL
2537,2024-12-11 14:42:07,173,mg/dL
2538,2024-12-11 14:37:09,166,mg/dL
2539,2024-12-11 14:32:09,158,mg/dL
2540,2024-12-11 14:27:09,149,mg/dL
2541,2024-12-11 14:22:09,141,mg/dL
2542,2024-12-11 14:17:09,131,mg/dL
2543,2024-12-11 14:12:09,124,mg/dL
2544,2024-12-11 14:07:09,119,mg/dL
2545,2024-12-11 14:02:09,117,mg/dL
2546,2024-12-11 13:57:09,118,mg/dL
2547,2024-12-11 13:52:07,120,mg/dL
2548,2024-12-11 13:47:08,123,mg/dL
2549,2024-12-11 13:42:13,122,mg/dL
2550,2024-12-11 13:37:07,125,mg/dL
2551,2024-12-11 13:32:08,128,mg/dL
2552,2024-12-11 13:27:10,135,mg/dL
2553,2024-12-11 13:22:06,148,mg/dL
2554,2024-12-11 13:17:06,156,mg/dL
2555,2024-12-11 13:12:06,163,mg/dL
2556,2024-12-11 13:07:06,165,mg/dL
2557,2024-12-11 13:02:06,163,mg/dL
2558,2024-12-11 12:57:06,158,mg/dL
2559,2024-12-11 12:52:06,146,mg/dL
2560,2024-12-11 12:47:06,122,mg/dL
2561,2024-12-11 12:42:09,107,mg/dL
2562,2024-12-11 12:37:07,96,mg/dL
2563,2024-12-11 12:32:07,93,mg/dL
2564,2024-12-11 12:27:07,92,mg/dL
2565,2024-12-11 12:22:06,90,mg/dL
2566,2024-12-11 12:17:06,89,mg/dL
2567,2024-12-11 12:12:07,88,mg/dL
2568,2024-12-11 12:07:06,90,mg/dL
2569,2024-12-11 12:02:07,92,mg/dL
2570,2024-12-11 11:57:07,93,mg/dL
2571,2024-12-11 11:52:07,95,mg/dL
2572,2024-12-11 11:47:07,97,mg/dL
2573,2024-12-11 11:42:07,97,mg/dL
2574,2024-12-11 11:37:06,103,mg/dL
2575,2024-12-11 11:32:09,107,mg/dL
2576,2024-12-11 11:27:11,110,mg/dL
2577,2024-12-11 11:22:12,113,mg/dL
2578,2024-12-11 11:17:06,115,mg/dL
2579,2024-12-11 11:12:08,115,mg/dL
2580,2024-12-11 11:07:10,116,mg/dL
2581,2024-12-11 11:02:08,116,mg/dL
2582,2024-12-11 10:57:07,117,mg/dL
2583,2024-12-11 10:52:08,116,mg/dL
2584,2024-12-11 10:47:07,117,mg/dL
2585,2024-12-11 10:42:08,117,mg/dL
2586,2024-12-11 10:37:08,118,mg/dL
2587,2024-12-11 10:32:07,119,mg/dL
2588,2024-12-11 10:27:08,119,mg/dL
2589,2024-12-11 10:22:16,117,mg/dL
2590,2024-12-11 10:17:12,117,mg/dL
2591,2024-12-11 10:12:07,117,mg/dL
2592,2024-12-11 10:07:10,117,mg/dL
2593,2024-12-11 10:02:07,116,mg/dL
2594,2024-12-11 09:57:10,114,mg/dL
2595,2024-12-11 09:52:09,113,mg/dL
2596,2024-12-11 09:47:07,111,mg/dL
2597,2024-12-11 09:42:07,109,mg/dL
2598,2024-12-11 09:37:07,108,mg/dL
2599,2024-12-11 09:32:07,111,mg/dL
2600,2024-12-11 09:27:08,115,mg/dL
2601,2024-12-11 09:22:07,119,mg/dL
2602,2024-12-11 09:17:07,123,mg/dL
2603,2024-12-11 09:12:07,123,mg/dL
2604,2024-12-11 09:07:07,120,mg/dL
2605,2024-12-11 09:02:07,115,mg/dL
2606,2024-12-11 08:57:12,111,mg/dL
2607,2024-12-11 08:52:07,111,mg/dL
2608,2024-12-11 08:47:07,110,mg/dL
2609,2024-12-11 08:42:07,107,mg/dL
2610,2024-12-11 08:37:07,105,mg/dL
2611,2024-12-11 08:32:07,103,mg/dL
2612,2024-12-11 08:27:07,101,mg/dL
2613,2024-12-11 08:22:09,101,mg/dL
2614,2024-12-11 08:17:07,100,mg/dL
2615,2024-12-11 08:12:07,100,mg/dL
2616,2024-12-11 08:07:07,101,mg/dL
2617,2024-12-11 08:02:07,101,mg/dL
2618,2024-12-11 07:57:07,102,mg/dL
2619,2024-12-11 07:52:07,99,mg/dL
2620,2024-12-11 07:47:07,94,mg/dL
2621,2024-12-11 07:42:07,94,mg/dL
2622,2024-12-11 07:37:07,98,mg/dL
2623,2024-12-11 07:32:07,103,mg/dL
2624,2024-12-11 07:27:07,103,mg/dL
2625,2024-12-11 07:22:07,101,mg/dL
2626,2024-12-11 07:17:07,100,mg/dL
2627,2024-12-11 07:12:07,108,mg/dL
2628,2024-12-11 07:07:07,110,mg/dL
2629,2024-12-11 07:02:07,111,mg/dL
2630,2024-12-11 06:57:07,111,mg/dL
2631,2024-12-11 06:52:07,117,mg/dL
2632,2024-12-11 06:47:07,119,mg/dL
2633,2024-12-11 06:42:07,119,mg/dL
2634,2024-12-11 06:37:07,125,mg/dL
2635,2024-12-11 06:32:07,128,mg/dL
2636,2024-12-11 06:27:07,137,mg/dL
2637,2024-12-11 06:22:07,142,mg/dL
2638,2024-12-11 06:17:07,146,mg/dL
2639,2024-12-11 06:12:07,150,mg/dL
2640,2024-12-11 06:07:07,152,mg/dL
2641,2024-12-11 06:02:07,153,mg/dL
2642,2024-12-11 05:57:07,160,mg/dL
2643,2024-12-11 05:52:07,164,mg/dL
2644,2024-12-11 05:47:07,166,mg/dL
2645,2024-12-11 05:42:07,164,mg/dL
2646,2024-12-11 05:37:07,163,mg/dL
2647,2024-12-11 05:32:07,161,mg/dL
2648,2024-12-11 05:27:07,159,mg/dL
2649,2024-12-11 05:22:07,165,mg/dL
2650,2024-12-11 05:17:07,166,mg/dL
2651,2024-12-11 05:12:07,165,mg/dL
2652,2024-12-11 05:07:07,160,mg/dL
2653,2024-12-11 05:02:07,164,mg/dL
2654,2024-12-11 04:57:07,167,mg/dL
2655,2024-12-11 04:52:07,171,mg/dL
2656,2024-12-11 04:47:07,181,mg/dL
2657,2024-12-11 04:42:07,185,mg/dL
2658,2024-12-11 04:37:07,179,mg/dL
2659,2024-12-11 04:32:07,180,mg/dL
2660,2024-12-11 04:27:07,181,mg/dL
2661,2024-12-11 04:22:07,181,mg/dL
2662,2024-12-11 04:17:08,183,mg/dL
2663,2024-12-11 04:12:08,182,mg/dL
2664,2024-12-11 04:07:07,183,mg/dL
2665,2024-12-11 04:02:07,186,mg/dL
2666,2024-12-11 03:57:08,179,mg/dL
2667,2024-12-11 03:52:08,175,mg/dL
2668,2024-12-11 03:47:08,171,mg/dL
2669,2024-12-11 03:42:08,169,mg/dL
2670,2024-12-11 03:37:08,169,mg/dL
2671,2024-12-11 03:32:08,167,mg/dL
2672,2024-12-11 03:27:08,167,mg/dL
2673,2024-12-11 03:22:08,168,mg/dL
2674,2024-12-11 03:17:08,165,mg/dL
2675,2024-12-11 03:12:08,166,mg/dL
2676,2024-12-11 03:07:08,165,mg/dL
2677,2024-12-11 03:02:08,158,mg/dL
2678,2024-12-11 02:57:08,162,mg/dL
2679,2024-12-11 02:52:08,168,mg/dL
2680,2024-12-11 02:47:08,163,mg/dL
2681,2024-12-11 02:42:08,163,mg/dL
2682,2024-12-11 02:37:08,162,mg/dL
2683,2024-12-11 02:32:08,159,mg/dL
2684,2024-12-11 02:27:08,158,mg/dL
2685,2024-12-11 02:22:08,160,mg/dL
2686,2024-12-11 02:17:08,163,mg/dL
2687,2024-12-11 02:12:08,167,mg/dL
2688,2024-12-11 02:07:08,172,mg/dL
2689,2024-12-11 02:02:08,177,mg/dL
2690,2024-12-11 01:57:08,186,mg/dL
2691,2024-12-11 01:52:08,193,mg/dL
2692,2024-12-11 01:47:08,198,mg/dL
2693,2024-12-11 01:42:08,205,mg/dL
2694,2024-12-11 01:37:08,211,mg/dL
2695,2024-12-11 01:32:08,214,mg/dL
2696,2024-12-11 01:27:08,213,mg/dL
2697,2024-12-11 01:22:08,212,mg/dL
2698,2024-12-11 01:17:08,222,mg/dL
2699,2024-12-11 01:12:08,229,mg/dL
2700,2024-12-11 01:07:08,227,mg/dL
2701,2024-12-11 01:02:08,226,mg/dL
2702,2024-12-11 00:57:08,226,mg/dL
2703,2024-12-11 00:52:08,225,mg/dL
2704,2024-12-11 00:47:08,224,mg/dL
2705,2024-12-11 00:42:08,220,mg/dL
2706,2024-12-11 00:37:08,214,mg/dL
2707,2024-12-11 00:32:08,206,mg/dL
2708,2024-12-11 00:27:08,192,mg/dL
2709,2024-12-11 00:22:08,192,mg/dL
2710,2024-12-11 00:17:09,181,mg/dL
2711,2024-12-11 00:12:08,170,mg/dL
2712,2024-12-11 00:07:08,156,mg/dL
2713,2024-12-11 00:02:10,146,mg/dL
2714,2024-12-10 23:57:08,139,mg/dL
2715,2024-12-10 23:52:10,131,mg/dL
2716,2024-12-10 23:47:11,130,mg/dL
2717,2024-12-10 23:42:09,136,mg/dL
2718,2024-12-10 23:37:09,150,mg/dL
2719,2024-12-10 23:32:09,169,mg/dL
2720,2024-12-10 23:27:09,187,mg/dL
2721,2024-12-10 23:22:09,197,mg/dL
2722,2024-12-10 23:17:09,198,mg/dL
2723,2024-12-10 23:12:08,197,mg/dL
2724,2024-12-10 23:07:09,198,mg/dL
2725,2024-12-10 23:02:08,196,mg/dL
2726,2024-12-10 22:57:08,196,mg/dL
2727,2024-12-10 22:52:09,191,mg/dL
2728,2024-12-10 22:47:08,182,mg/dL
2729,2024-12-10 22:42:08,173,mg/dL
2730,2024-12-10 22:37:08,170,mg/dL
2731,2024-12-10 22:32:09,170,mg/dL
2732,2024-12-10 22:27:11,169,mg/dL
2733,2024-12-10 22:22:11,163,mg/dL
2734,2024-12-10 22:17:11,149,mg/dL
2735,2024-12-10 22:12:10,140,mg/dL
2736,2024-12-10 22:07:10,133,mg/dL
2737,2024-12-10 22:02:11,129,mg/dL
2738,2024-12-10 21:57:11,126,mg/dL
2739,2024-12-10 21:52:09,127,mg/dL
2740,2024-12-10 21:47:09,128,mg/dL
2741,2024-12-10 21:42:09,131,mg/dL
2742,2024-12-10 21:37:09,136,mg/dL
2743,2024-12-10 21:32:09,139,mg/dL
2744,2024-12-10 21:27:09,147,mg/dL
2745,2024-12-10 21:22:11,152,mg/dL
2746,2024-12-10 21:17:09,158,mg/dL
2747,2024-12-10 21:12:12,165,mg/dL
2748,2024-12-10 21:07:12,167,mg/dL
2749,2024-12-10 21:02:12,169,mg/dL
2750,2024-12-10 20:57:09,167,mg/dL
2751,2024-12-10 20:52:14,162,mg/dL
2752,2024-12-10 20:47:09,156,mg/dL
2753,2024-12-10 20:42:09,151,mg/dL
2754,2024-12-10 20:37:09,141,mg/dL
2755,2024-12-10 20:32:10,133,mg/dL
2756,2024-12-10 20:27:09,124,mg/dL
2757,2024-12-10 20:22:09,120,mg/dL
2758,2024-12-10 20:17:11,117,mg/dL
2759,2024-12-10 20:12:10,116,mg/dL
2760,2024-12-10 20:07:10,113,mg/dL
2761,2024-12-10 20:02:10,108,mg/dL
2762,2024-12-10 19:57:10,104,mg/dL
2763,2024-12-10 19:52:09,99,mg/dL
2764,2024-12-10 19:47:09,99,mg/dL
2765,2024-12-10 19:42:10,96,mg/dL
2766,2024-12-10 19:37:09,94,mg/dL
2767,2024-12-10 19:32:10,86,mg/dL
2768,2024-12-10 19:27:09,76,mg/dL
2769,2024-12-10 19:22:10,67,mg/dL
2770,2024-12-10 19:17:09,59,mg/dL
2771,2024-12-10 19:12:09,58,mg/dL
2772,2024-12-10 19:07:10,58,mg/dL
2773,2024-12-10 19:02:09,55,mg/dL
2774,2024-12-10 18:57:10,56,mg/dL
2775,2024-12-10 18:52:09,58,mg/dL
2776,2024-12-10 18:47:10,62,mg/dL
2777,2024-12-10 18:42:10,64,mg/dL
2778,2024-12-10 18:37:09,62,mg/dL
2779,2024-12-10 18:32:09,59,mg/dL
2780,2024-12-10 18:27:09,55,mg/dL
2781,2024-12-10 18:22:09,50,mg/dL
2782,2024-12-10 18:17:10,51,mg/dL
2783,2024-12-10 18:12:10,56,mg/dL
2784,2024-12-10 18:07:09,64,mg/dL
2785,2024-12-10 18:02:13,72,mg/dL
2786,2024-12-10 17:57:10,77,mg/dL
2787,2024-12-10 17:52:10,80,mg/dL
2788,2024-12-10 17:47:10,83,mg/dL
2789,2024-12-10 17:42:10,84,mg/dL
2790,2024-12-10 17:37:09,84,mg/dL
2791,2024-12-10 17:32:10,83,mg/dL
2792,2024-12-10 17:27:11,88,mg/dL
2793,2024-12-10 17:22:09,98,mg/dL
2794,2024-12-10 17:17:10,112,mg/dL
2795,2024-12-10 17:12:12,131,mg/dL
2796,2024-12-10 17:07:11,149,mg/dL
2797,2024-12-10 17:02:11,165,mg/dL
2798,2024-12-10 16:57:10,180,mg/dL
2799,2024-12-10 16:52:10,200,mg/dL
2800,2024-12-10 16:47:13,228,mg/dL
2801,2024-12-10 16:42:11,253,mg/dL
2802,2024-12-10 16:37:10,276,mg/dL
2803,2024-12-10 16:32:11,290,mg/dL
2804,2024-12-10 16:27:12,291,mg/dL
2805,2024-12-10 16:22:18,288,mg/dL
2806,2024-12-10 16:17:10,287,mg/dL
2807,2024-12-10 16:12:11,283,mg/dL
2808,2024-12-10 16:07:14,284,mg/dL
2809,2024-12-10 16:02:14,287,mg/dL
2810,2024-12-10 15:57:14,290,mg/dL
2811,2024-12-10 15:52:14,294,mg/dL
2812,2024-12-10 15:47:14,299,mg/dL
2813,2024-12-10 15:42:14,302,mg/dL
2814,2024-12-10 15:37:14,308,mg/dL
2815,2024-12-10 15:32:14,318,mg/dL
2816,2024-12-10 15:27:12,327,mg/dL
2817,2024-12-10 15:22:12,335,mg/dL
2818,2024-12-10 15:17:12,337,mg/dL
2819,2024-12-10 15:12:12,339,mg/dL
2820,2024-12-10 15:07:12,339,mg/dL
2821,2024-12-10 15:02:12,341,mg/dL
2822,2024-12-10 14:57:12,345,mg/dL
2823,2024-12-10 14:52:11,340,mg/dL
2824,2024-12-10 14:47:11,329,mg/dL
2825,2024-12-10 14:42:10,315,mg/dL
2826,2024-12-10 14:37:12,296,mg/dL
2827,2024-12-10 14:32:14,275,mg/dL
2828,2024-12-10 14:27:12,251,mg/dL
2829,2024-12-10 14:22:12,224,mg/dL
2830,2024-12-10 14:17:12,197,mg/dL
2831,2024-12-10 14:12:11,167,mg/dL
2832,2024-12-10 14:07:12,153,mg/dL
2833,2024-12-10 14:02:10,144,mg/dL
2834,2024-12-10 13:57:10,135,mg/dL
2835,2024-12-10 13:52:11,129,mg/dL
2836,2024-12-10 13:47:11,121,mg/dL
2837,2024-12-10 13:42:10,117,mg/dL
2838,2024-12-10 13:37:13,119,mg/dL
2839,2024-12-10 13:32:14,116,mg/dL
2840,2024-12-10 13:27:15,113,mg/dL
2841,2024-12-10 13:22:15,109,mg/dL
2842,2024-12-10 13:17:10,108,mg/dL
2843,2024-12-10 13:12:11,106,mg/dL
2844,2024-12-10 13:07:16,106,mg/dL
2845,2024-12-10 13:02:18,104,mg/dL
2846,2024-12-10 12:57:11,100,mg/dL
2847,2024-12-10 12:52:10,98,mg/dL
2848,2024-12-10 12:47:13,99,mg/dL
2849,2024-12-10 12:42:11,97,mg/dL
2850,2024-12-10 12:37:11,96,mg/dL
2851,2024-12-10 12:32:11,97,mg/dL
2852,2024-12-10 12:27:15,97,mg/dL
2853,2024-12-10 12:22:12,97,mg/dL
2854,2024-12-10 12:17:11,98,mg/dL
2855,2024-12-10 12:12:11,99,mg/dL
2856,2024-12-10 12:07:16,105,mg/dL
2857,2024-12-10 12:02:16,107,mg/dL
2858,2024-12-10 11:57:18,113,mg/dL
2859,2024-12-10 11:52:12,120,mg/dL
2860,2024-12-10 11:47:11,128,mg/dL
2861,2024-12-10 11:42:12,130,mg/dL
2862,2024-12-10 11:37:11,137,mg/dL
2863,2024-12-10 11:32:11,142,mg/dL
2864,2024-12-10 11:27:11,146,mg/dL
2865,2024-12-10 11:22:11,153,mg/dL
2866,2024-12-10 11:17:12,161,mg/dL
2867,2024-12-10 11:12:11,165,mg/dL
2868,2024-12-10 11:07:13,168,mg/dL
2869,2024-12-10 11:02:12,166,mg/dL
2870,2024-12-10 10:57:11,165,mg/dL
2871,2024-12-10 10:52:11,165,mg/dL
2872,2024-12-10 10:47:11,170,mg/dL
2873,2024-12-10 10:42:11,169,mg/dL
2874,2024-12-10 10:37:11,160,mg/dL
2875,2024-12-10 10:32:13,159,mg/dL
2876,2024-12-10 10:27:13,152,mg/dL
2877,2024-12-10 10:22:13,146,mg/dL
2878,2024-12-10 10:17:12,140,mg/dL
2879,2024-12-10 10:12:13,133,mg/dL
2880,2024-12-10 10:07:13,127,mg/dL
2881,2024-12-10 10:02:22,125,mg/dL
2882,2024-12-10 09:57:11,125,mg/dL
2883,2024-12-10 09:52:11,122,mg/dL
2884,2024-12-10 09:47:12,120,mg/dL
2885,2024-12-10 09:42:11,119,mg/dL
2886,2024-12-10 09:37:11,117,mg/dL
2887,2024-12-10 09:32:13,114,mg/dL
2888,2024-12-10 09:27:12,113,mg/dL
2889,2024-12-10 09:22:11,117,mg/dL
2890,2024-12-10 09:17:12,125,mg/dL
2891,2024-12-10 09:12:15,133,mg/dL
2892,2024-12-10 09:07:11,136,mg/dL
2893,2024-12-10 09:02:11,139,mg/dL
2894,2024-12-10 08:57:13,142,mg/dL
2895,2024-12-10 08:52:11,148,mg/dL
2896,2024-12-10 08:47:11,151,mg/dL
2897,2024-12-10 08:42:11,150,mg/dL
2898,2024-12-10 08:37:11,146,mg/dL
2899,2024-12-10 08:32:11,143,mg/dL
2900,2024-12-10 08:27:11,140,mg/dL
2901,2024-12-10 08:22:12,138,mg/dL
2902,2024-12-10 08:17:13,131,mg/dL
2903,2024-12-10 08:12:13,129,mg/dL
2904,2024-12-10 08:07:11,123,mg/dL
2905,2024-12-10 08:02:13,117,mg/dL
2906,2024-12-10 07:57:11,109,mg/dL
2907,2024-12-10 07:52:11,108,mg/dL
2908,2024-12-10 07:47:11,101,mg/dL
2909,2024-12-10 07:42:11,90,mg/dL
2910,2024-12-10 07:37:11,88,mg/dL
2911,2024-12-10 07:32:11,85,mg/dL
2912,2024-12-10 07:27:11,83,mg/dL
2913,2024-12-10 07:22:11,83,mg/dL
2914,2024-12-10 07:17:11,85,mg/dL
2915,2024-12-10 07:12:11,80,mg/dL
2916,2024-12-10 07:07:11,75,mg/dL
2917,2024-12-10 07:02:11,79,mg/dL
2918,2024-12-10 06:57:11,82,mg/dL
2919,2024-12-10 06:52:11,83,mg/dL
2920,2024-12-10 06:47:11,84,mg/dL
2921,2024-12-10 06:42:11,89,mg/dL
2922,2024-12-10 06:37:11,87,mg/dL
2923,2024-12-10 06:32:12,87,mg/dL
2924,2024-12-10 06:27:11,87,mg/dL
2925,2024-12-10 06:22:11,86,mg/dL
2926,2024-12-10 06:17:11,88,mg/dL
2927,2024-12-10 06:12:12,91,mg/dL
2928,2024-12-10 06:07:12,94,mg/dL
2929,2024-12-10 06:02:13,96,mg/dL
2930,2024-12-10 05:57:12,100,mg/dL
2931,2024-12-10 05:52:12,104,mg/dL
2932,2024-12-10 05:47:12,107,mg/dL
2933,2024-12-10 05:42:12,108,mg/dL
2934,2024-12-10 05:37:12,109,mg/dL
2935,2024-12-10 05:32:12,110,mg/dL
2936,2024-12-10 05:27:12,111,mg/dL
2937,2024-12-10 05:22:12,112,mg/dL
2938,2024-12-10 05:17:12,111,mg/dL
2939,2024-12-10 05:12:12,114,mg/dL
2940,2024-12-10 05:07:12,116,mg/dL
2941,2024-12-10 05:02:12,118,mg/dL
2942,2024-12-10 04:57:12,118,mg/dL
2943,2024-12-10 04:52:12,114,mg/dL
2944,2024-12-10 04:47:12,110,mg/dL
2945,2024-12-10 04:42:12,98,mg/dL
2946,2024-12-10 04:37:12,98,mg/dL
2947,2024-12-10 04:32:12,99,mg/dL
2948,2024-12-10 04:27:12,98,mg/dL
2949,2024-12-10 04:22:12,98,mg/dL
2950,2024-12-10 04:17:12,97,mg/dL
2951,2024-12-10 04:12:12,99,mg/dL
